time,open,high,low,close,spread,volume
2018-08-21 00:00:00,1191.174,1196.942,1187.643,1195.951,0,79416
2018-08-22 00:00:00,1195.993,1201.544,1192.58,1195.066,0,75882
2018-08-23 00:00:00,1195.049,1195.44,1183.861,1184.487,0,78759
2018-08-24 00:00:00,1184.489,1208.517,1183.097,1205.638,0,76385
2018-08-26 00:00:00,1206.47,1207.867,1206.054,1207.786,0,2329
2018-08-27 00:00:00,1207.746,1212.319,1203.106,1211.015,0,70362
2018-08-28 00:00:00,1211.007,1214.24,1199.616,1202.634,0,78242
2018-08-29 00:00:00,1202.634,1207.793,1201.376,1207.132,0,75833
2018-08-30 00:00:00,1207.153,1207.216,1196.244,1199.87,0,79717
2018-08-31 00:00:00,1199.865,1208.789,1198.273,1200.848,0,81215
2018-09-02 00:00:00,1199.64,1200.007,1198.719,1199.095,0,1723
2018-09-03 00:00:00,1199.094,1203.818,1195.522,1200.751,0,54228
2018-09-04 00:00:00,1200.745,1201.964,1189.626,1191.991,0,81192
2018-09-05 00:00:00,1191.99,1198.332,1190.904,1197.074,0,74276
2018-09-06 00:00:00,1197.082,1206.918,1195.68,1201.112,0,80309
2018-09-07 00:00:00,1201.116,1203.478,1193.405,1195.623,0,79758
2018-09-09 00:00:00,1195.01,1196.234,1194.902,1196.117,0,1686
2018-09-10 00:00:00,1196.089,1198.421,1191.524,1195.008,0,70973
2018-09-11 00:00:00,1195.011,1199.343,1187.715,1197.004,0,71420
2018-09-12 00:00:00,1197.005,1208.441,1192.586,1206.205,0,79607
2018-09-13 00:00:00,1206.2,1212.615,1200.116,1202.073,0,78687
2018-09-14 00:00:00,1202.074,1208.504,1192.897,1193.235,0,73488
2018-09-16 00:00:00,1194.16,1194.368,1193.014,1193.366,0,1706
2018-09-17 00:00:00,1193.364,1204.765,1192.773,1198.369,0,76140
2018-09-18 00:00:00,1198.371,1203.473,1195.844,1199.503,0,79657
2018-09-19 00:00:00,1199.496,1206.147,1198.211,1203.945,0,75241
2018-09-20 00:00:00,1203.942,1208.365,1201.037,1207.354,0,78278
2018-09-21 00:00:00,1207.365,1211.006,1191.846,1199.512,0,78753
2018-09-23 00:00:00,1197.68,1198.44,1197.033,1197.935,0,1502
2018-09-24 00:00:00,1197.932,1204.111,1194.391,1199.281,0,70254
2018-09-25 00:00:00,1199.307,1203.269,1197.039,1201.191,0,70191
2018-09-26 00:00:00,1201.194,1202.393,1190.49,1196.461,0,77666
2018-09-27 00:00:00,1196.408,1198.555,1181.877,1183.541,0,79713
2018-09-28 00:00:00,1183.53,1193.699,1180.744,1191.768,0,76471
2018-09-30 00:00:00,1191.41,1192.131,1190.673,1190.872,0,1971
2018-10-01 00:00:00,1190.877,1192.04,1184.552,1188.994,0,75678
2018-10-02 00:00:00,1189.013,1208.16,1188.721,1205.487,0,85193
2018-10-03 00:00:00,1205.491,1208.216,1196.457,1197.928,0,83865
2018-10-04 00:00:00,1197.93,1206.649,1195.979,1199.055,0,85570
2018-10-05 00:00:00,1199.048,1205.713,1197.22,1202.678,0,76873
2018-10-07 00:00:00,1203.12,1203.97,1202.859,1203.755,0,1636
2018-10-08 00:00:00,1203.753,1204.04,1182.418,1190.65,0,78599
2018-10-09 00:00:00,1190.672,1191.805,1183.311,1189.84,0,80717
2018-10-10 00:00:00,1189.827,1194.775,1185.282,1193.88,0,82027
2018-10-11 00:00:00,1193.905,1226.272,1191.24,1221.251,0,101285
2018-10-12 00:00:00,1221.266,1223.444,1215.814,1217.801,0,58039
2018-10-14 00:00:00,1218.857,1220.249,1218.857,1219.204,0,1383
2018-10-15 00:00:00,1219.203,1233.204,1219.203,1226.768,0,57022
2018-10-16 00:00:00,1226.77,1232.331,1223.343,1224.911,0,55786
2018-10-17 00:00:00,1224.911,1229.433,1220.597,1222.194,0,59947
2018-10-18 00:00:00,1222.195,1230.053,1218.669,1225.835,0,61002
2018-10-19 00:00:00,1225.834,1230.727,1223.113,1226.292,0,56465
2018-10-21 00:00:00,1228.066,1228.122,1226.754,1227.274,0,2346
2018-10-22 00:00:00,1227.297,1229.485,1220.088,1222.323,0,53485
2018-10-23 00:00:00,1222.321,1239.675,1221.89,1230.884,0,59260
2018-10-24 00:00:00,1230.866,1235.205,1225.607,1235.166,0,60899
2018-10-25 00:00:00,1235.207,1239.116,1228.072,1231.772,0,61988
2018-10-26 00:00:00,1231.742,1243.354,1230.045,1233.594,0,67489
2018-10-28 00:00:00,1233.097,1233.928,1232.671,1232.738,0,2310
2018-10-29 00:00:00,1232.757,1235.328,1224.317,1230.052,0,74017
2018-10-30 00:00:00,1230.065,1230.548,1219.892,1222.556,0,64696
2018-10-31 00:00:00,1222.56,1222.812,1211.958,1216.016,0,62395
2018-11-01 00:00:00,1216.021,1237.33,1215.883,1232.947,0,65317
2018-11-02 00:00:00,1232.959,1236.396,1229.748,1232.876,0,66465
2018-11-04 00:00:00,1233.117,1234.183,1233.117,1234.042,0,1457
2018-11-05 00:00:00,1234.076,1235.088,1226.875,1231.021,0,58167
2018-11-06 00:00:00,1231.026,1235.855,1223.466,1227.877,0,57085
2018-11-07 00:00:00,1227.878,1236.346,1222.912,1226.04,0,68059
2018-11-08 00:00:00,1226.03,1226.861,1220.112,1223.048,0,62573
2018-11-09 00:00:00,1223.047,1223.248,1206.739,1209.584,0,61178
2018-11-11 00:00:00,1209.544,1210.727,1209.217,1210.726,0,1496
2018-11-12 00:00:00,1210.723,1211.388,1200.085,1202.29,0,56770
2018-11-13 00:00:00,1202.296,1205.123,1196.294,1203.024,0,62498
2018-11-14 00:00:00,1203.022,1216.282,1197.669,1210.97,0,66949
2018-11-15 00:00:00,1210.959,1216.339,1207.648,1213.946,0,66683
2018-11-16 00:00:00,1213.961,1225.238,1213.826,1221.559,0,59872
2018-11-18 00:00:00,1221.955,1222.686,1221.555,1222.522,0,1413
2018-11-19 00:00:00,1222.523,1225.16,1218.009,1224.101,0,58503
2018-11-20 00:00:00,1224.1,1228.706,1219.922,1221.625,0,62056
2018-11-21 00:00:00,1221.627,1230.015,1219.783,1225.745,0,56140
2018-11-22 00:00:00,1225.748,1229.014,1224.873,1227.373,0,37734
2018-11-23 00:00:00,1227.372,1228.48,1220.299,1222.983,0,43356
2018-11-25 00:00:00,1223.581,1224.339,1223.283,1224.3,0,1484
2018-11-26 00:00:00,1224.301,1227.983,1221.685,1222.612,0,52825
2018-11-27 00:00:00,1222.626,1225.205,1211.898,1214.449,0,54634
2018-11-28 00:00:00,1214.463,1226.609,1211.169,1221.009,0,56538
2018-11-29 00:00:00,1221.008,1228.931,1220.668,1224.258,0,58719
2018-11-30 00:00:00,1224.262,1225.493,1216.663,1222.016,0,51968
2018-12-02 00:00:00,1223.023,1223.174,1221.97,1222.05,0,1661
2018-12-03 00:00:00,1222.058,1234.883,1221.28,1231.169,0,60057
2018-12-04 00:00:00,1231.176,1241.896,1230.498,1238.768,0,62880
2018-12-05 00:00:00,1238.722,1238.987,1233.326,1238.256,0,45730
2018-12-06 00:00:00,1238.251,1244.259,1234.732,1237.38,0,65275
2018-12-07 00:00:00,1237.366,1249.978,1237.29,1248.211,0,59117
2018-12-09 00:00:00,1250.26,1250.477,1248.844,1248.988,0,1833
2018-12-10 00:00:00,1248.994,1250.265,1241.6,1244.106,0,59846
2018-12-11 00:00:00,1244.11,1249.461,1241.008,1243.09,0,58493
2018-12-12 00:00:00,1243.089,1247.163,1241.987,1246.085,0,57568
2018-12-13 00:00:00,1246.086,1246.679,1240.099,1242.442,0,55997
2018-12-14 00:00:00,1242.445,1242.975,1232.889,1238.244,0,53891
2018-12-16 00:00:00,1237.299,1237.913,1236.962,1237.071,0,1210
2018-12-17 00:00:00,1237.075,1248.032,1235.793,1245.848,0,53724
2018-12-18 00:00:00,1245.856,1250.309,1245.033,1249.468,0,56028
2018-12-19 00:00:00,1249.474,1257.967,1241.503,1244.137,0,63717
2018-12-20 00:00:00,1244.113,1266.419,1242.739,1261.947,0,70516
2018-12-21 00:00:00,1261.961,1262.697,1253.951,1255.655,0,60757
2018-12-23 00:00:00,1258.6,1259.027,1257.98,1258.859,0,1593
2018-12-24 00:00:00,1258.858,1269.488,1258.768,1268.232,0,47540
2018-12-26 00:00:00,1273.74,1278.99,1264.572,1269.12,0,63034
2018-12-27 00:00:00,1269.123,1278.876,1266.638,1274.689,0,67585
2018-12-28 00:00:00,1274.668,1282.053,1274.251,1280.724,0,61085
2018-12-30 00:00:00,1280.074,1280.074,1278.913,1279.756,0,1382
2018-12-31 00:00:00,1279.746,1284.009,1277.432,1282.507,0,47714
2019-01-02 00:00:00,1281.143,1290.153,1278.603,1285.846,0,61795
2019-01-03 00:00:00,1285.835,1295.181,1284.588,1295.159,0,68702
2019-01-04 00:00:00,1295.157,1298.467,1276.643,1284.718,0,67319
2019-01-06 00:00:00,1285.549,1285.938,1284.114,1284.203,0,1669
2019-01-07 00:00:00,1284.201,1295.0,1282.631,1288.844,0,61466
2019-01-08 00:00:00,1288.845,1290.159,1279.375,1285.131,0,60767
2019-01-09 00:00:00,1285.13,1293.82,1280.111,1292.864,0,63839
2019-01-10 00:00:00,1292.873,1297.004,1286.093,1287.914,0,62019
2019-01-11 00:00:00,1287.925,1295.105,1286.982,1287.468,0,56988
2019-01-13 00:00:00,1288.078,1288.572,1287.884,1288.107,0,1437
2019-01-14 00:00:00,1288.102,1295.802,1287.934,1291.468,0,57210
2019-01-15 00:00:00,1291.471,1294.617,1286.724,1289.585,0,61327
2019-01-16 00:00:00,1289.586,1294.911,1287.899,1292.943,0,57571
2019-01-17 00:00:00,1292.943,1295.299,1288.779,1292.281,0,58081
2019-01-18 00:00:00,1292.283,1292.398,1280.615,1281.482,0,55927
2019-01-20 00:00:00,1282.538,1283.237,1282.464,1282.578,0,1347
2019-01-21 00:00:00,1282.587,1283.519,1276.77,1279.645,0,39295
2019-01-22 00:00:00,1279.649,1285.467,1277.405,1284.553,0,55284
2019-01-23 00:00:00,1284.559,1286.46,1278.67,1283.727,0,54652
2019-01-24 00:00:00,1283.723,1284.749,1276.792,1281.302,0,56607
2019-01-25 00:00:00,1281.339,1303.585,1279.946,1303.105,0,56461
2019-01-27 00:00:00,1302.403,1302.517,1299.918,1300.004,0,1606
2019-01-28 00:00:00,1300.002,1304.369,1297.679,1303.816,0,54353
2019-01-29 00:00:00,1303.823,1311.923,1302.677,1310.694,0,55495
2019-01-30 00:00:00,1310.7,1323.308,1309.012,1319.211,0,59931
2019-01-31 00:00:00,1319.212,1326.176,1317.425,1321.024,0,59286
2019-02-01 00:00:00,1321.026,1323.471,1316.102,1317.652,0,55804
2019-02-03 00:00:00,1317.638,1317.886,1316.529,1317.116,0,1391
2019-02-04 00:00:00,1317.133,1317.485,1308.627,1311.736,0,54055
2019-02-05 00:00:00,1311.737,1316.817,1310.721,1314.953,0,52813
2019-02-06 00:00:00,1314.948,1315.779,1305.718,1306.605,0,53679
2019-02-07 00:00:00,1306.596,1311.889,1302.797,1310.419,0,56872
2019-02-08 00:00:00,1310.427,1315.583,1307.77,1313.957,0,51685
2019-02-10 00:00:00,1313.52,1313.932,1313.372,1313.651,0,1254
2019-02-11 00:00:00,1313.637,1314.82,1303.694,1307.749,0,54095
2019-02-12 00:00:00,1307.748,1314.713,1306.502,1310.253,0,55007
2019-02-13 00:00:00,1310.25,1318.083,1305.036,1307.607,0,57252
2019-02-14 00:00:00,1307.612,1314.308,1302.365,1311.89,0,59459
2019-02-15 00:00:00,1311.891,1322.507,1311.365,1321.083,0,53854
2019-02-17 00:00:00,1320.975,1321.303,1320.583,1321.084,0,1512
2019-02-18 00:00:00,1321.101,1327.572,1320.844,1326.386,0,39179
2019-02-19 00:00:00,1326.382,1341.724,1322.82,1339.516,0,56429
2019-02-20 00:00:00,1339.515,1346.657,1336.863,1340.575,0,61300
2019-02-21 00:00:00,1340.573,1341.444,1320.91,1325.818,0,64108
2019-02-22 00:00:00,1325.847,1333.047,1321.512,1327.794,0,56436
2019-02-24 00:00:00,1327.607,1328.511,1327.511,1327.71,0,1405
2019-02-25 00:00:00,1327.717,1332.513,1325.132,1327.498,0,57244
2019-02-26 00:00:00,1327.502,1330.145,1323.487,1329.22,0,56827
2019-02-27 00:00:00,1329.212,1329.852,1316.911,1321.107,0,54664
2019-02-28 00:00:00,1321.086,1327.241,1312.565,1314.18,0,59098
2019-03-01 00:00:00,1314.182,1315.118,1290.161,1293.279,0,60431
2019-03-03 00:00:00,1295.386,1296.153,1295.016,1295.19,0,1759
2019-03-04 00:00:00,1295.206,1297.002,1282.833,1287.066,0,58963
2019-03-05 00:00:00,1287.065,1289.509,1281.209,1287.907,0,57904
2019-03-06 00:00:00,1287.909,1290.858,1283.601,1287.071,0,57416
2019-03-07 00:00:00,1287.096,1288.961,1280.832,1285.953,0,57733
2019-03-08 00:00:00,1285.971,1300.681,1285.198,1298.274,0,60733
2019-03-10 00:00:00,1296.869,1297.359,1296.613,1297.21,0,1349
2019-03-11 00:00:00,1297.214,1299.054,1290.453,1292.538,0,50252
2019-03-12 00:00:00,1292.576,1302.114,1292.422,1301.879,0,52487
2019-03-13 00:00:00,1301.908,1311.195,1301.674,1309.352,0,51708
2019-03-14 00:00:00,1309.353,1309.757,1292.842,1296.08,0,54687
2019-03-15 00:00:00,1296.081,1306.327,1293.963,1302.208,0,51191
2019-03-17 00:00:00,1302.109,1302.301,1300.568,1300.579,0,2466
2019-03-18 00:00:00,1300.586,1306.64,1298.185,1303.442,0,50125
2019-03-19 00:00:00,1303.445,1310.827,1303.414,1306.199,0,50818
2019-03-20 00:00:00,1306.189,1316.902,1298.671,1315.391,0,58303
2019-03-21 00:00:00,1315.392,1320.305,1303.262,1308.571,0,57371
2019-03-22 00:00:00,1308.575,1314.894,1306.82,1313.223,0,55299
2019-03-24 00:00:00,1313.47,1313.771,1311.644,1311.644,0,2504
2019-03-25 00:00:00,1311.608,1324.425,1310.994,1321.287,0,54198
2019-03-26 00:00:00,1321.3,1322.142,1312.681,1316.399,0,55212
2019-03-27 00:00:00,1316.408,1319.235,1308.129,1309.363,0,57875
2019-03-28 00:00:00,1309.36,1312.26,1288.539,1291.52,0,57463
2019-03-29 00:00:00,1291.526,1299.724,1286.575,1292.057,0,54645
2019-03-31 00:00:00,1292.237,1293.188,1291.446,1291.714,0,2757
2019-04-01 00:00:00,1291.725,1296.942,1286.498,1287.363,0,55035
2019-04-02 00:00:00,1287.366,1292.826,1285.247,1291.736,0,51367
2019-04-03 00:00:00,1291.734,1294.476,1288.39,1291.814,0,50821
2019-04-04 00:00:00,1291.813,1294.318,1280.894,1292.117,0,51525
2019-04-05 00:00:00,1292.125,1293.106,1284.39,1291.374,0,48582
2019-04-07 00:00:00,1292.246,1293.615,1291.401,1291.755,0,2356
2019-04-08 00:00:00,1291.725,1303.639,1291.659,1297.977,0,47828
2019-04-09 00:00:00,1297.973,1306.112,1296.566,1304.616,0,49358
2019-04-10 00:00:00,1304.609,1310.529,1300.937,1308.043,0,51311
2019-04-11 00:00:00,1308.044,1308.315,1289.673,1292.195,0,53047
2019-04-12 00:00:00,1292.165,1295.691,1290.021,1290.433,0,47909
2019-04-14 00:00:00,1291.299,1291.907,1289.32,1289.732,0,2555
2019-04-15 00:00:00,1289.701,1290.324,1282.493,1288.357,0,49196
2019-04-16 00:00:00,1288.355,1288.36,1272.935,1276.587,0,51754
2019-04-17 00:00:00,1276.568,1279.72,1273.014,1274.169,0,48992
2019-04-18 00:00:00,1274.17,1277.605,1271.069,1275.593,0,46895
2019-04-22 00:00:00,1276.818,1279.736,1273.789,1274.59,0,38697
2019-04-23 00:00:00,1274.629,1276.436,1266.285,1271.399,0,45978
2019-04-24 00:00:00,1271.414,1278.443,1268.69,1274.664,0,48828
2019-04-25 00:00:00,1274.667,1282.534,1273.354,1278.608,0,48862
2019-04-26 00:00:00,1278.573,1288.629,1274.502,1285.879,0,49493
2019-04-28 00:00:00,1285.979,1286.616,1285.712,1285.822,0,1974
2019-04-29 00:00:00,1285.823,1286.58,1278.063,1280.369,0,44473
2019-04-30 00:00:00,1280.367,1286.142,1279.854,1283.142,0,48635
2019-05-01 00:00:00,1283.119,1287.164,1273.002,1277.049,0,50643
2019-05-02 00:00:00,1277.05,1277.372,1266.24,1270.734,0,49762
2019-05-03 00:00:00,1270.733,1282.498,1268.47,1278.982,0,45181
2019-05-05 00:00:00,1282.584,1285.752,1281.669,1284.203,0,5254
2019-05-06 00:00:00,1284.199,1285.111,1276.985,1282.85,0,51895
2019-05-07 00:00:00,1282.852,1286.016,1278.185,1284.785,0,51611
2019-05-08 00:00:00,1284.789,1291.395,1279.357,1281.319,0,52457
2019-05-09 00:00:00,1281.318,1288.114,1279.337,1283.708,0,55670
2019-05-10 00:00:00,1283.712,1289.351,1283.144,1285.684,0,53677
2019-05-12 00:00:00,1287.211,1288.026,1286.841,1287.175,0,2731
2019-05-13 00:00:00,1287.176,1301.69,1281.943,1301.69,0,51886
2019-05-14 00:00:00,1301.694,1303.24,1293.705,1297.074,0,48675
2019-05-15 00:00:00,1297.042,1300.817,1293.005,1296.476,0,50330
2019-05-16 00:00:00,1296.477,1298.663,1284.072,1285.838,0,48593
2019-05-17 00:00:00,1285.808,1288.879,1274.87,1277.647,0,47596
2019-05-19 00:00:00,1278.353,1278.841,1276.969,1277.713,0,2338
2019-05-20 00:00:00,1277.709,1278.891,1273.647,1277.401,0,46577
2019-05-21 00:00:00,1277.406,1277.41,1269.472,1274.591,0,44714
2019-05-22 00:00:00,1274.59,1277.217,1272.455,1274.226,0,43484
2019-05-23 00:00:00,1274.218,1287.194,1272.774,1284.127,0,50247
2019-05-24 00:00:00,1284.094,1285.154,1280.742,1284.805,0,44502
2019-05-26 00:00:00,1285.418,1285.576,1284.1,1284.679,0,2102
2019-05-27 00:00:00,1284.675,1287.325,1283.743,1285.687,0,29056
2019-05-28 00:00:00,1285.694,1286.519,1276.128,1279.875,0,49023
2019-05-29 00:00:00,1279.865,1285.447,1279.065,1279.836,0,52850
2019-05-30 00:00:00,1279.841,1290.554,1274.984,1290.435,0,49701
2019-05-31 00:00:00,1290.427,1306.834,1290.347,1305.484,0,55603
2019-06-02 00:00:00,1306.676,1309.387,1306.44,1309.259,0,3687
2019-06-03 00:00:00,1309.255,1327.91,1308.503,1325.116,0,59061
2019-06-04 00:00:00,1325.099,1328.977,1319.935,1325.293,0,58319
2019-06-05 00:00:00,1325.289,1343.99,1325.289,1330.876,0,63021
2019-06-06 00:00:00,1330.873,1339.718,1327.219,1333.393,0,58180
2019-06-07 00:00:00,1333.396,1348.18,1330.178,1340.699,0,53611
2019-06-09 00:00:00,1334.672,1335.765,1333.279,1334.981,0,3631
2019-06-10 00:00:00,1334.964,1337.615,1325.084,1329.238,0,53695
2019-06-11 00:00:00,1329.241,1329.791,1319.857,1327.709,0,51756
2019-06-12 00:00:00,1327.712,1338.259,1325.99,1333.523,0,55692
2019-06-13 00:00:00,1333.52,1344.552,1332.371,1344.433,0,55675
2019-06-14 00:00:00,1344.434,1358.042,1337.781,1341.217,0,58639
2019-06-16 00:00:00,1341.811,1341.999,1338.505,1338.532,0,2853
2019-06-17 00:00:00,1338.534,1343.424,1332.97,1339.654,0,55819
2019-06-18 00:00:00,1339.656,1354.524,1338.59,1345.447,0,63058
2019-06-19 00:00:00,1345.453,1362.504,1341.317,1357.883,0,67788
2019-06-20 00:00:00,1357.89,1393.816,1357.89,1390.81,0,81132
2019-06-21 00:00:00,1390.79,1411.56,1382.379,1399.452,0,78295
2019-06-23 00:00:00,1400.407,1410.164,1400.295,1406.811,0,6467
2019-06-24 00:00:00,1406.85,1425.953,1400.695,1425.209,0,71040
2019-06-25 00:00:00,1425.223,1439.001,1411.903,1418.335,0,92420
2019-06-26 00:00:00,1418.358,1420.489,1401.959,1410.685,0,78405
2019-06-27 00:00:00,1410.7,1411.999,1398.53,1411.055,0,67373
2019-06-28 00:00:00,1411.014,1424.526,1405.67,1409.677,0,63297
2019-06-30 00:00:00,1393.072,1397.69,1389.255,1392.085,0,7789
2019-07-01 00:00:00,1392.04,1396.989,1381.774,1385.483,0,70066
2019-07-02 00:00:00,1385.489,1436.051,1383.866,1431.221,0,73032
2019-07-03 00:00:00,1431.263,1437.668,1412.029,1418.383,0,74505
2019-07-04 00:00:00,1418.394,1424.11,1410.205,1420.899,0,45540
2019-07-05 00:00:00,1420.909,1421.301,1386.529,1398.739,0,66980
2019-07-07 00:00:00,1399.279,1399.306,1392.706,1395.651,0,4858
2019-07-08 00:00:00,1395.637,1407.526,1391.726,1394.305,0,59850
2019-07-09 00:00:00,1394.281,1399.945,1385.732,1395.216,0,58771
2019-07-10 00:00:00,1395.241,1422.438,1389.917,1421.981,0,67623
2019-07-11 00:00:00,1421.965,1427.032,1400.823,1403.926,0,66594
2019-07-12 00:00:00,1403.949,1416.79,1403.075,1415.346,0,56743
2019-07-14 00:00:00,1416.621,1419.668,1412.835,1416.199,0,4426
2019-07-15 00:00:00,1416.2,1418.197,1407.713,1415.433,0,55588
2019-07-16 00:00:00,1415.422,1416.205,1400.935,1405.188,0,58670
2019-07-17 00:00:00,1405.167,1428.46,1400.082,1424.592,0,59017
2019-07-18 00:00:00,1424.629,1452.884,1414.55,1442.887,0,74356
2019-07-19 00:00:00,1442.892,1445.205,1420.192,1425.402,0,68418
2019-07-21 00:00:00,1426.629,1427.068,1423.581,1425.038,0,3530
2019-07-22 00:00:00,1425.04,1429.939,1422.251,1423.655,0,56810
2019-07-23 00:00:00,1423.647,1429.963,1414.109,1417.011,0,60691
2019-07-24 00:00:00,1417.012,1429.391,1416.505,1425.282,0,53887
2019-07-25 00:00:00,1425.248,1433.723,1411.072,1415.008,0,58933
2019-07-26 00:00:00,1415.009,1424.753,1413.451,1418.343,0,48671
2019-07-28 00:00:00,1420.739,1420.858,1419.289,1420.079,0,2201
2019-07-29 00:00:00,1420.086,1428.062,1414.68,1424.462,0,47775
2019-07-30 00:00:00,1424.46,1433.146,1422.268,1430.766,0,47073
2019-07-31 00:00:00,1430.785,1434.227,1410.546,1412.164,0,64701
2019-08-01 00:00:00,1412.168,1446.613,1400.49,1438.129,0,75995
2019-08-02 00:00:00,1438.118,1447.895,1430.254,1440.772,0,74250
2019-08-04 00:00:00,1440.304,1441.167,1436.728,1439.554,0,3094
2019-08-05 00:00:00,1439.575,1474.68,1438.704,1473.969,0,82886
2019-08-06 00:00:00,1473.956,1477.268,1456.421,1476.792,0,72008
2019-08-07 00:00:00,1476.772,1510.312,1474.569,1501.585,0,90924
2019-08-08 00:00:00,1501.567,1509.418,1489.833,1504.156,0,76543
2019-08-09 00:00:00,1504.153,1507.929,1494.751,1497.137,0,61836
2019-08-11 00:00:00,1496.193,1501.473,1494.538,1500.747,0,3494
2019-08-12 00:00:00,1500.786,1519.962,1487.335,1512.067,0,62756
2019-08-13 00:00:00,1512.061,1534.92,1479.833,1500.84,0,89088
2019-08-14 00:00:00,1500.839,1523.938,1494.162,1516.954,0,86503
2019-08-15 00:00:00,1516.931,1527.065,1507.809,1526.553,0,88140
2019-08-16 00:00:00,1526.535,1527.913,1503.709,1512.967,0,62501
2019-08-18 00:00:00,1509.674,1512.896,1509.05,1509.341,0,2965
2019-08-19 00:00:00,1509.376,1512.655,1492.957,1496.091,0,59049
2019-08-20 00:00:00,1496.059,1508.491,1494.344,1506.127,0,50867
2019-08-21 00:00:00,1506.128,1507.391,1496.514,1502.554,0,50476
2019-08-22 00:00:00,1502.559,1504.539,1492.448,1497.441,0,49458
2019-08-23 00:00:00,1497.442,1530.178,1493.504,1526.632,0,62008
2019-08-25 00:00:00,1546.31,1554.998,1543.391,1547.301,0,9369
2019-08-26 00:00:00,1547.299,1549.096,1525.003,1528.528,0,77333
2019-08-27 00:00:00,1528.526,1544.548,1525.568,1543.5,0,57733
2019-08-28 00:00:00,1543.477,1546.76,1531.905,1538.687,0,60833
2019-08-29 00:00:00,1538.674,1550.322,1519.642,1528.719,0,68163
2019-08-30 00:00:00,1528.664,1533.061,1517.002,1520.228,0,60884
2019-09-01 00:00:00,1529.531,1533.446,1528.299,1529.069,0,3924
2019-09-02 00:00:00,1529.103,1531.098,1519.344,1526.219,0,39764
2019-09-03 00:00:00,1526.22,1549.833,1521.608,1549.094,0,65024
